ticket_id,match_id,stadium_id,fan_id,ticket_category,ticket_price_mad,purchase_channel,purchase_date,entry_time,entry_gate,scan_status,scan_timestamp
TICKET_1b301d3fa0,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CD58C2D3,CATEGORY_3,100,MOBILE_APP,2025-12-07,16:30,GATE_03,SCANNED,2025-12-27 16:30:51
TICKET_992a76fd7c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_2DA224FE,CATEGORY_2,200,WEBSITE,2025-11-12,17:36,GATE_04,SCANNED,2025-12-27 17:36:43
TICKET_b020437f1e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_4A14E86F,CATEGORY_3,100,MOBILE_APP,2025-10-30,18:07,GATE_02,SCANNED,2025-12-27 18:07:19
TICKET_f9d06b16f9,AFCON2025_M19_C_02,STAD_RAB_02,FAN_694638B5,CATEGORY_2,200,WEBSITE,2025-11-12,18:02,GATE_04,SCANNED,2025-12-27 18:02:16
TICKET_bfd94b1c93,AFCON2025_M19_C_02,STAD_RAB_02,FAN_0138F18B,CATEGORY_3,100,MOBILE_APP,2025-12-01,18:11,GATE_02,SCANNED,2025-12-27 18:11:09
TICKET_d0d5770b8d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_407A479C,CATEGORY_2,200,WEBSITE,2025-11-06,17:30,GATE_04,SCANNED,2025-12-27 17:30:08
TICKET_d9a3d58f61,AFCON2025_M19_C_02,STAD_RAB_02,FAN_FF73AE2E,CATEGORY_1,300,WEBSITE,2025-11-21,17:52,GATE_02,SCANNED,2025-12-27 17:52:48
TICKET_bf7ec8af28,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CBCC4CB6,CATEGORY_2,200,WEBSITE,2025-11-29,18:00,GATE_04,SCANNED,2025-12-27 18:00:52
TICKET_c652301d7d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D98B7C4C,CATEGORY_1,300,MOBILE_APP,2025-12-18,17:57,GATE_02,SCANNED,2025-12-27 17:57:09
TICKET_2169d7ce79,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7B88D9C9,CATEGORY_3,100,WEBSITE,2025-12-21,18:15,GATE_03,SCANNED,2025-12-27 18:15:41
TICKET_065292783e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CC5A5364,CATEGORY_1,300,WEBSITE,2025-11-19,18:03,GATE_02,SCANNED,2025-12-27 18:03:15
TICKET_502163c27c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_ADC5F6F7,CATEGORY_3,100,WEBSITE,2025-11-13,17:47,GATE_02,SCANNED,2025-12-27 17:47:54
TICKET_05cde01672,AFCON2025_M19_C_02,STAD_RAB_02,FAN_A5070027,CATEGORY_3,100,MOBILE_APP,2025-12-16,16:12,GATE_01,SCANNED,2025-12-27 16:12:40
TICKET_1951913b5c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_2520097F,CATEGORY_3,100,WEBSITE,2025-12-13,17:02,GATE_04,SCANNED,2025-12-27 17:02:53
TICKET_e10710846e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_543C1D51,CATEGORY_1,300,MOBILE_APP,2025-12-17,16:06,GATE_01,SCANNED,2025-12-27 16:06:28
TICKET_577edea08c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_67925A9F,CATEGORY_1,300,WEBSITE,2025-10-30,17:45,GATE_01,SCANNED,2025-12-27 17:45:46
TICKET_9ae516a210,AFCON2025_M19_C_02,STAD_RAB_02,FAN_906BD936,CATEGORY_1,300,WEBSITE,2025-11-11,17:32,GATE_00,SCANNED,2025-12-27 17:32:09
TICKET_7709d2530b,AFCON2025_M19_C_02,STAD_RAB_02,FAN_FF6BB4CC,CATEGORY_1,300,WEBSITE,2025-11-10,18:07,GATE_02,SCANNED,2025-12-27 18:07:30
TICKET_f98f32990a,AFCON2025_M19_C_02,STAD_RAB_02,FAN_4E0E8ABB,CATEGORY_3,100,MOBILE_APP,2025-11-29,18:04,GATE_01,SCANNED,2025-12-27 18:04:21
TICKET_220c1b28b2,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5DAB2E43,CATEGORY_1,375,WEBSITE,2025-12-22,17:29,GATE_03,SCANNED,2025-12-27 17:29:21
TICKET_c4f7ce0a4b,AFCON2025_M19_C_02,STAD_RAB_02,FAN_B637FE76,CATEGORY_2,200,MOBILE_APP,2025-12-01,18:16,GATE_04,SCANNED,2025-12-27 18:16:50
TICKET_06b7f0543d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5AD8F55B,CATEGORY_2,200,MOBILE_APP,2025-11-17,16:36,GATE_04,SCANNED,2025-12-27 16:36:03
TICKET_e49728a1a1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_F99E94AD,CATEGORY_3,100,MOBILE_APP,2025-11-14,18:09,GATE_03,SCANNED,2025-12-27 18:09:57
TICKET_38fd93af74,AFCON2025_M19_C_02,STAD_RAB_02,FAN_612F4779,CATEGORY_3,100,MOBILE_APP,2025-12-23,18:00,GATE_03,SCANNED,2025-12-27 18:00:09
TICKET_3031c5e2e7,AFCON2025_M19_C_02,STAD_RAB_02,FAN_4D61D15D,CATEGORY_1,300,WEBSITE,2025-11-14,16:33,GATE_02,SCANNED,2025-12-27 16:33:29
TICKET_5ccb418e4e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CF33FC0B,CATEGORY_3,100,WEBSITE,2025-12-02,18:03,GATE_02,SCANNED,2025-12-27 18:03:12
TICKET_44123314d7,AFCON2025_M19_C_02,STAD_RAB_02,FAN_8DF5DEEA,CATEGORY_3,100,WEBSITE,2025-11-12,17:53,GATE_04,SCANNED,2025-12-27 17:53:53
TICKET_27a8b892f1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_B80AE5B7,CATEGORY_1,300,WEBSITE,2025-12-12,17:36,GATE_01,SCANNED,2025-12-27 17:36:46
TICKET_768cbc83a9,AFCON2025_M19_C_02,STAD_RAB_02,FAN_46B86344,CATEGORY_3,100,WEBSITE,2025-11-12,17:28,GATE_02,SCANNED,2025-12-27 17:28:21
TICKET_553f1d7bcf,AFCON2025_M19_C_02,STAD_RAB_02,FAN_502198AD,CATEGORY_1,300,WEBSITE,2025-11-06,18:01,GATE_03,SCANNED,2025-12-27 18:01:36
TICKET_2cf4fc5c60,AFCON2025_M19_C_02,STAD_RAB_02,,CATEGORY_3,100,WEBSITE,2025-11-14,16:35,GATE_01,SCANNED,2025-12-27 16:35:15
TICKET_5cb0e051aa,AFCON2025_M19_C_02,STAD_RAB_02,FAN_10BB582A,CATEGORY_1,300,WEBSITE,2025-12-17,17:36,GATE_03,SCANNED,2025-12-27 17:36:01
TICKET_697a0a3289,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7381F0F4,CATEGORY_2,200,WEBSITE,2025-11-03,18:02,GATE_04,SCANNED,2025-12-27 18:02:47
TICKET_72b506168e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_FAA23990,CATEGORY_3,100,MOBILE_APP,2025-12-23,17:39,GATE_02,SCANNED,2025-12-27 17:39:28
TICKET_9241fc274e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_EACCBC29,CATEGORY_3,100,WEBSITE,2025-11-21,16:01,GATE_02,SCANNED,2025-12-27 16:01:56
TICKET_126cb90434,AFCON2025_M19_C_02,STAD_RAB_02,FAN_56716F04,CATEGORY_3,100,WEBSITE,2025-11-16,16:42,GATE_00,SCANNED,2025-12-27 16:42:08
TICKET_647e0fec0d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_726AA61A,CATEGORY_1,300,MOBILE_APP,2025-10-29,18:09,GATE_01,SCANNED,2025-12-27 18:09:58
TICKET_e68485a8ea,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D292562D,CATEGORY_3,100,WEBSITE,2025-11-09,16:07,GATE_04,SCANNED,2025-12-27 16:07:58
TICKET_b2ff4e8881,AFCON2025_M19_C_02,STAD_RAB_02,FAN_9C366381,CATEGORY_1,300,WEBSITE,2025-12-09,16:38,GATE_02,SCANNED,2025-12-27 16:38:47
TICKET_ef41e48122,AFCON2025_M19_C_02,STAD_RAB_02,FAN_170E7713,CATEGORY_3,100,MOBILE_APP,2025-11-07,17:19,GATE_04,SCANNED,2025-12-27 17:19:11
TICKET_d7683ab645,AFCON2025_M19_C_02,STAD_RAB_02,FAN_87319181,CATEGORY_3,100,WEBSITE,2025-12-03,17:42,GATE_03,SCANNED,2025-12-27 17:42:37
TICKET_e122e17869,AFCON2025_M19_C_02,STAD_RAB_02,FAN_746FCFF8,CATEGORY_2,200,WEBSITE,2025-10-28,17:53,GATE_04,SCANNED,2025-12-27 17:53:20
TICKET_244c95ede0,AFCON2025_M19_C_02,STAD_RAB_02,FAN_721F99CD,CATEGORY_1,300,MOBILE_APP,2025-11-02,17:54,GATE_01,SCANNED,2025-12-27 17:54:02
TICKET_7dd3591771,AFCON2025_M19_C_02,STAD_RAB_02,FAN_AB1845CE,CATEGORY_3,100,WEBSITE,2025-11-19,17:42,GATE_03,SCANNED,2025-12-27 17:42:36
TICKET_0bffdbf87a,AFCON2025_M19_C_02,STAD_RAB_02,FAN_801E9593,CATEGORY_1,300,WEBSITE,2025-11-22,16:34,GATE_02,SCANNED,2025-12-27 16:34:11
TICKET_3207ca79b5,AFCON2025_M19_C_02,STAD_RAB_02,FAN_3EB17439,CATEGORY_1,300,MOBILE_APP,2025-11-06,16:42,GATE_03,SCANNED,2025-12-27 16:42:13
TICKET_cfa47bd96e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_6798EEFD,CATEGORY_1,300,MOBILE_APP,2025-11-15,17:48,GATE_01,SCANNED,2025-12-27 17:48:33
TICKET_88b9f1a458,AFCON2025_M19_C_02,STAD_RAB_02,FAN_45059C1B,CATEGORY_2,200,WEBSITE,2025-12-25,18:15,GATE_04,SCANNED,2025-12-27 18:15:25
TICKET_4b51bfaeab,AFCON2025_M19_C_02,STAD_RAB_02,FAN_DBD7FB9F,CATEGORY_1,300,MOBILE_APP,2025-12-10,16:16,GATE_01,SCANNED,2025-12-27 16:16:14
TICKET_0b30604fa3,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7ECCC371,CATEGORY_3,100,MOBILE_APP,2025-11-05,18:04,GATE_01,SCANNED,2025-12-27 18:04:01
TICKET_f3b64ef5cd,AFCON2025_M19_C_02,STAD_RAB_02,FAN_3188D5C0,CATEGORY_1,300,WEBSITE,2025-12-24,17:31,GATE_01,SCANNED,2025-12-27 17:31:59
TICKET_1a468a614e,AFCON2025_M19_C_02,STAD_RAB_02,FAN_E9CF87B2,CATEGORY_1,300,MOBILE_APP,2025-11-22,18:19,GATE_01,SCANNED,2025-12-27 18:19:09
TICKET_152afbc7d7,AFCON2025_M19_C_02,STAD_RAB_02,FAN_1C63AA14,CATEGORY_2,200,WEBSITE,2025-12-18,18:01,GATE_04,SCANNED,2025-12-27 18:01:27
TICKET_750172ac29,AFCON2025_M19_C_02,STAD_RAB_02,FAN_FB7E4426,CATEGORY_3,100,WEBSITE,2025-11-05,17:22,GATE_04,SCANNED,2025-12-27 17:22:03
TICKET_7a0993883c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_424201F9,CATEGORY_2,200,WEBSITE,2025-11-06,19:30,GATE_04,SCANNED,2025-12-27 19:30:04
TICKET_2c58a2a561,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5FC248B6,CATEGORY_3,100,WEBSITE,2025-12-26,17:41,GATE_04,SCANNED,2025-12-27 17:41:30
TICKET_f6b1f31881,AFCON2025_M19_C_02,STAD_RAB_02,FAN_C94E3364,CATEGORY_3,100,WEBSITE,2025-11-17,17:56,GATE_01,SCANNED,2025-12-27 17:56:29
TICKET_b4422447e9,AFCON2025_M19_C_02,STAD_RAB_02,FAN_91BF72C4,CATEGORY_2,200,WEBSITE,2025-11-17,17:52,GATE_04,SCANNED,2025-12-27 17:52:26
TICKET_e67b0bb829,AFCON2025_M19_C_02,STAD_RAB_02,FAN_0B828A75,CATEGORY_3,100,MOBILE_APP,2025-12-12,18:04,GATE_03,SCANNED,2025-12-27 18:04:02
TICKET_a2f6315688,AFCON2025_M19_C_02,STAD_RAB_02,FAN_86A7AF30,CATEGORY_2,200,MOBILE_APP,2025-12-13,17:44,GATE_04,SCANNED,2025-12-27 17:44:45
TICKET_1e57ec4ff6,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CC4985E3,CATEGORY_2,200,WEBSITE,2025-12-09,19:13,GATE_04,SCANNED,2025-12-27 19:13:09
TICKET_1cd637baa4,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7A9D436C,CATEGORY_3,100,MOBILE_APP,2025-12-19,17:53,GATE_04,SCANNED,2025-12-27 17:53:09
TICKET_214b2fea54,AFCON2025_M19_C_02,STAD_RAB_02,FAN_201CBC50,CATEGORY_2,200,WEBSITE,2025-12-21,15:44,GATE_04,SCANNED,2025-12-27 15:44:45
TICKET_3461a1f1bc,AFCON2025_M19_C_02,STAD_RAB_02,FAN_73977916,CATEGORY_1,300,MOBILE_APP,2025-12-13,17:16,GATE_01,SCANNED,2025-12-27 17:16:04
TICKET_e7673f991d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_3F750581,CATEGORY_1,300,WEBSITE,2025-11-15,17:35,GATE_01,SCANNED,2025-12-27 17:35:52
TICKET_508728b976,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5F7E67F8,CATEGORY_3,100,WEBSITE,2025-12-04,17:52,GATE_02,SCANNED,2025-12-27 17:52:17
TICKET_773cb5ce28,AFCON2025_M19_C_02,STAD_RAB_02,FAN_771D0CCC,CATEGORY_3,100,MOBILE_APP,2025-11-11,18:09,GATE_03,SCANNED,2025-12-27 18:09:32
TICKET_cdf411ad14,AFCON2025_M19_C_02,STAD_RAB_02,FAN_13764E66,CATEGORY_3,100,WEBSITE,2025-12-15,19:14,GATE_04,SCANNED,2025-12-27 19:14:50
TICKET_bb0e58b20f,AFCON2025_M19_C_02,STAD_RAB_02,FAN_EE559A2E,CATEGORY_1,300,WEBSITE,2025-10-28,17:27,GATE_02,SCANNED,2025-12-27 17:27:24
TICKET_b5a29cc6f1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_EBF51153,CATEGORY_3,100,WEBSITE,2025-11-01,18:06,GATE_03,SCANNED,2025-12-27 18:06:16
TICKET_be60c4a9c2,AFCON2025_M19_C_02,STAD_RAB_02,FAN_8F2C7D2E,CATEGORY_3,100,MOBILE_APP,2025-12-03,18:10,GATE_01,SCANNED,2025-12-27 18:10:14
TICKET_c21f5e8a63,AFCON2025_M19_C_02,STAD_RAB_02,FAN_94264BF4,CATEGORY_3,100,WEBSITE,2025-12-24,18:25,GATE_02,SCANNED,2025-12-27 18:25:48
TICKET_405eeea8cb,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5D8799F1,CATEGORY_2,200,WEBSITE,2025-12-03,17:35,GATE_04,SCANNED,2025-12-27 17:35:17
TICKET_955ad19e1b,AFCON2025_M19_C_02,STAD_RAB_02,FAN_2418923A,CATEGORY_3,100,WEBSITE,2025-12-24,16:36,GATE_02,SCANNED,2025-12-27 16:36:35
TICKET_4784870509,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5CE727A3,CATEGORY_2,200,WEBSITE,2025-11-15,16:38,GATE_04,SCANNED,2025-12-27 16:38:18
TICKET_f525659d15,AFCON2025_M19_C_02,STAD_RAB_02,FAN_6204E3D8,CATEGORY_3,100,MOBILE_APP,2025-10-29,19:03,GATE_01,SCANNED,2025-12-27 19:03:45
TICKET_3c376b1bf5,AFCON2025_M19_C_02,STAD_RAB_02,FAN_F6C98E12,CATEGORY_1,300,WEBSITE,2025-12-25,18:02,GATE_01,SCANNED,2025-12-27 18:02:46
TICKET_3812ecee63,AFCON2025_M19_C_02,STAD_RAB_02,FAN_6B987774,CATEGORY_3,100,WEBSITE,2025-11-11,16:53,GATE_03,SCANNED,2025-12-27 16:53:56
TICKET_7de0719774,AFCON2025_M19_C_02,STAD_RAB_02,FAN_3B5BC349,CATEGORY_3,100,WEBSITE,2025-11-05,18:01,GATE_03,SCANNED,2025-12-27 18:01:21
TICKET_bb26ee6279,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D5BA49CE,CATEGORY_3,100,MOBILE_APP,2025-11-24,16:53,GATE_01,SCANNED,2025-12-27 16:53:13
TICKET_9e51b3a79f,AFCON2025_M19_C_02,STAD_RAB_02,FAN_61E1B40A,CATEGORY_3,100,WEBSITE,2025-12-06,18:24,GATE_04,SCANNED,2025-12-27 18:24:06
TICKET_fd2bf1e3b1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_0FDDE018,CATEGORY_3,100,WEBSITE,2025-12-02,18:07,GATE_01,SCANNED,2025-12-27 18:07:20
TICKET_b9a4f94b06,AFCON2025_M19_C_02,STAD_RAB_02,FAN_072BC5D4,CATEGORY_3,100,MOBILE_APP,2025-11-03,17:58,GATE_03,SCANNED,2025-12-27 17:58:19
TICKET_a7660ee1f5,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D2A83317,CATEGORY_3,100,WEBSITE,2025-12-25,18:02,GATE_03,SCANNED,2025-12-27 18:02:31
TICKET_0ff276a6b8,AFCON2025_M19_C_02,STAD_RAB_02,FAN_49A35C38,CATEGORY_3,100,WEBSITE,2025-12-04,18:15,GATE_04,SCANNED,2025-12-27 18:15:08
TICKET_c4e1c8b3bd,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D7E6D7E5,CATEGORY_3,100,WEBSITE,2025-11-01,17:43,GATE_01,SCANNED,2025-12-27 17:43:01
TICKET_838f10c54d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7A1E23AB,CATEGORY_1,300,MOBILE_APP,2025-11-22,17:41,GATE_02,SCANNED,2025-12-27 17:41:23
TICKET_54751a9844,AFCON2025_M19_C_02,STAD_RAB_02,FAN_82015461,CATEGORY_3,100,WEBSITE,2025-11-24,17:44,GATE_01,SCANNED,2025-12-27 17:44:38
TICKET_a02f066fda,AFCON2025_M19_C_02,STAD_RAB_02,FAN_0BFBF309,CATEGORY_2,200,WEBSITE,2025-11-02,18:07,GATE_04,SCANNED,2025-12-27 18:07:35
TICKET_e386704b26,AFCON2025_M19_C_02,STAD_RAB_02,FAN_5F064452,CATEGORY_2,200,MOBILE_APP,2025-11-04,17:47,GATE_04,SCANNED,2025-12-27 17:47:47
TICKET_b42e7830db,AFCON2025_M19_C_02,STAD_RAB_02,FAN_25BEFF96,CATEGORY_2,200,WEBSITE,2025-10-30,17:53,GATE_04,SCANNED,2025-12-27 17:53:34
TICKET_a683ca80ed,AFCON2025_M19_C_02,STAD_RAB_02,FAN_376092E2,CATEGORY_2,200,WEBSITE,2025-12-26,18:03,GATE_04,SCANNED,2025-12-27 18:03:22
TICKET_c008ab70c1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_0E5940EB,CATEGORY_2,200,WEBSITE,2025-11-13,18:00,GATE_04,SCANNED,2025-12-27 18:00:05
TICKET_e021e44db1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_10156623,CATEGORY_3,100,WEBSITE,2025-12-25,17:41,GATE_01,SCANNED,2025-12-27 17:41:42
TICKET_07f046ae13,AFCON2025_M19_C_02,STAD_RAB_02,FAN_AE6D8FEA,CATEGORY_3,100,WEBSITE,2025-11-20,18:00,GATE_03,SCANNED,2025-12-27 18:00:47
TICKET_b4351bf98c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_F75A59D6,CATEGORY_1,300,MOBILE_APP,2025-11-13,17:56,GATE_03,SCANNED,2025-12-27 17:56:36
TICKET_0969111681,AFCON2025_M19_C_02,STAD_RAB_02,FAN_74219188,CATEGORY_3,100,WEBSITE,2025-11-29,17:47,GATE_04,SCANNED,2025-12-27 17:47:08
TICKET_cdf958214d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_299961CC,CATEGORY_2,200,WEBSITE,2025-12-21,18:28,GATE_04,SCANNED,2025-12-27 18:28:04
TICKET_ea9530724f,AFCON2025_M19_C_02,STAD_RAB_02,FAN_004CD909,CATEGORY_3,100,WEBSITE,2025-12-11,18:00,GATE_02,SCANNED,2025-12-27 18:00:54
TICKET_ee8a6669a7,AFCON2025_M19_C_02,STAD_RAB_02,FAN_4037E1D7,CATEGORY_3,100,MOBILE_APP,2025-11-07,18:20,GATE_02,SCANNED,2025-12-27 18:20:19
TICKET_0e3a1ff51d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_77A13DD1,CATEGORY_2,200,MOBILE_APP,2025-11-25,18:06,GATE_04,SCANNED,2025-12-27 18:06:28
TICKET_c10fb42f09,AFCON2025_M19_C_02,STAD_RAB_02,FAN_1297EA7B,CATEGORY_3,100,WEBSITE,2025-11-02,17:35,GATE_04,SCANNED,2025-12-27 17:35:43
TICKET_6062b06932,AFCON2025_M19_C_02,STAD_RAB_02,FAN_3CE8BD2F,CATEGORY_3,100,WEBSITE,2025-11-28,18:27,GATE_03,SCANNED,2025-12-27 18:27:12
TICKET_959ecd98f4,AFCON2025_M19_C_02,STAD_RAB_02,FAN_B6C96ED6,CATEGORY_3,100,WEBSITE,2025-11-14,15:36,GATE_01,SCANNED,2025-12-27 15:36:44
TICKET_7d5be5e0b0,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CB14997C,CATEGORY_3,100,WEBSITE,2025-12-07,17:47,GATE_02,SCANNED,2025-12-27 17:47:42
TICKET_85aca1be3c,AFCON2025_M19_C_02,STAD_RAB_02,FAN_29E984D8,CATEGORY_3,100,MOBILE_APP,2025-10-28,18:11,GATE_03,SCANNED,2025-12-27 18:11:21
TICKET_c2f9f70ec4,AFCON2025_M19_C_02,STAD_RAB_02,FAN_E45EE286,CATEGORY_3,100,MOBILE_APP,2025-12-15,17:59,GATE_02,SCANNED,2025-12-27 17:59:09
TICKET_9ba8cc2ad3,AFCON2025_M19_C_02,STAD_RAB_02,FAN_AC130252,CATEGORY_2,200,WEBSITE,2025-11-13,17:12,GATE_04,SCANNED,2025-12-27 17:12:36
TICKET_52de074442,AFCON2025_M19_C_02,STAD_RAB_02,FAN_C625F783,CATEGORY_3,100,WEBSITE,2025-12-20,17:15,GATE_01,SCANNED,2025-12-27 17:15:32
TICKET_3927407d9d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_CD42339E,CATEGORY_1,300,WEBSITE,2025-11-27,18:09,GATE_01,SCANNED,2025-12-27 18:09:14
TICKET_77b27b4868,AFCON2025_M19_C_02,STAD_RAB_02,FAN_24952D7A,CATEGORY_3,100,WEBSITE,2025-12-16,18:51,GATE_01,SCANNED,2025-12-27 18:51:48
TICKET_1d8e5b42f3,AFCON2025_M19_C_02,STAD_RAB_02,FAN_8060B1D6,CATEGORY_3,100,WEBSITE,2025-12-09,18:10,GATE_01,SCANNED,2025-12-27 18:10:44
TICKET_753466ee44,AFCON2025_M19_C_02,STAD_RAB_02,FAN_612E90EF,CATEGORY_1,300,MOBILE_APP,2025-12-01,18:07,GATE_02,SCANNED,2025-12-27 18:07:06
TICKET_209fda01ca,AFCON2025_M19_C_02,STAD_RAB_02,FAN_AC85ACF3,CATEGORY_3,100,MOBILE_APP,2025-12-11,17:57,GATE_01,SCANNED,2025-12-27 17:57:51
TICKET_3f050f9832,AFCON2025_M19_C_02,STAD_RAB_02,FAN_1E3AF948,CATEGORY_1,300,WEBSITE,2025-11-01,16:30,GATE_03,SCANNED,2025-12-27 16:30:05
TICKET_20048a5e76,AFCON2025_M19_C_02,STAD_RAB_02,FAN_DD7529FF,CATEGORY_3,100,WEBSITE,2025-11-12,18:15,GATE_01,SCANNED,2025-12-27 18:15:37
TICKET_d35875e6a1,AFCON2025_M19_C_02,STAD_RAB_02,FAN_D3D2DF4A,CATEGORY_2,125,MOBILE_APP,2025-12-01,18:18,GATE_04,SCANNED,2025-12-27 18:18:10
TICKET_b56fdf8ab6,AFCON2025_M19_C_02,STAD_RAB_02,FAN_A9C49421,CATEGORY_3,100,WEBSITE,2025-12-11,17:46,GATE_01,SCANNED,2025-12-27 17:46:46
TICKET_8c275242cb,AFCON2025_M19_C_02,STAD_RAB_02,FAN_7EACA72C,CATEGORY_3,100,WEBSITE,2025-11-26,18:05,GATE_03,SCANNED,2025-12-27 18:05:03
TICKET_dd98011e01,AFCON2025_M19_C_02,STAD_RAB_02,FAN_09144FA6,CATEGORY_2,200,MOBILE_APP,2025-11-29,17:44,GATE_04,SCANNED,2025-12-27 17:44:59
TICKET_2fd521a47d,AFCON2025_M19_C_02,STAD_RAB_02,FAN_2C157516,CATEGORY_3,100,WEBSITE,2025-12-09,18:27,GATE_03,SCANNED,2025-12-27 18:27:41
TICKET_3564942f42,AFCON2025_M19_C_02,STAD_RAB_02,FAN_BD571D34,CATEGORY_1,300,MOBILE_APP,2025-11-02,17:45,GATE_01,SCANNED,2025-12-27 17:45:34
